x,y,z
6.037626219703635,-13.231044248814328,10.527397075518081
-10.721094183060028,17.12447568150415,10.943131975881125
2.8932741227210856,-3.527691135496929,10.035204106729212
5.870609512582541,-10.909317984698896,10.41914359600696
-7.155747832783428,12.846815405587305,10.55658315358896
-2.4661012239316507,2.721597830456355,10.012562437669429
2.9006645145734082,-3.4894372939823,9.989616441240067
8.373478892237348,-13.869963537570598,10.619265389815844
2.2302324929619415,-4.009498698517973,10.031373238419805
0.7636396094621589,-3.1718845732409195,10.058667848596412
2.196341679936619,-5.847663973048186,10.062015487242814
10.52896459313101,-19.710974590089414,11.260753338671897
8.708694470378958,-18.49810931091958,11.010658553424824
3.6329999686543544,-4.847766447716477,10.027700114126311
-7.488906968214155,11.645849209928471,10.414038068630486
-2.6882640302568945,4.879556243455409,10.04858178532016
-3.3669507026905685,4.350742445924328,10.04609523665187
0.6431022252333247,-1.2050937607502024,9.983391737624833
-1.9404499175261822,3.534500643665665,10.0174898615012
-3.6598427602751267,6.523958712437021,10.122327857131552
10.717017694869982,-20.07551332598456,11.279896364206031
5.021769464941131,-9.269627875931297,10.30748478936983
10.017718394610547,-21.204929800652167,11.364069676888239
-9.08815715524367,14.292922687932224,10.632920610840175
4.113127838414051,-5.642667308116906,10.061818618426795
-6.893677364764104,12.427549877257206,10.511825606924665
-9.295905447860418,14.670636494278758,10.697435108641924
-9.777270287609229,17.64070357090483,10.99914750439636
4.828538416735596,-8.95970178588184,10.238957184032003
-9.015043393041442,16.236750301763024,10.856229443629953
3.7219851618103568,-8.835003386488623,10.260783267150977
3.2878403876109434,-7.985734367500071,10.161618019522901
5.02063707086191,-11.32600006251552,10.35285614748207
-8.671968174549667,13.70333272649342,10.598817946606697
4.982693858621924,-9.218365499629096,10.302883915945255
10.572918641297173,-17.949088222412758,11.009661315615704
10.0677825429093,-17.0431336346185,10.873389536944732
4.2544904584232475,-7.800921848345603,10.17785678846206
4.783963567298312,-8.880941507602545,10.287585769218994
-5.791925262674399,8.51381045835043,10.233663655836205
7.247959567488751,-13.44004887351078,10.595226194310492
10.342362328138107,-19.21312455825944,11.168468002692316
2.5069521227617573,-4.7231225495511335,10.117591245246043
6.222262755603969,-9.83011413240117,10.319050531164132
-9.508357656623437,18.683262655783796,11.135771432024784
-1.8487695986564123,5.124058277610413,10.032027257846927
-1.3153274601152956,0.6382214162812688,10.039493796875728
11.45861436563475,-21.417655634127243,11.40696752354949
-8.701088923799206,15.642020099986619,10.743737085530737
-5.8562270216815495,10.66433696387526,10.38028228018305
-3.7731272277865195,5.058238349567612,10.127873892738487
-9.768054779781101,19.04357038964722,11.160764894895088
7.0969768659382355,-13.065364939639863,10.518140373974802
-0.3886402725768233,2.6455223604195695,10.058652851318271
8.21008054711426,-15.292812588808303,10.720567037061485
-9.849309825418228,17.754045452486437,10.97252795877002
4.106458470134664,-5.713812619034173,10.12173909217811
7.187380861426147,-15.45695720482331,10.724356218817256
-7.309680179399528,11.187291247949267,10.39991063909321
-10.280725167945517,19.944147110318553,11.215784548848614
-5.582402109000892,8.30891998068771,10.235497780142591
-5.204475128524874,11.055165384826328,10.411483401820957
-5.809666585963605,10.51355832868484,10.390429146345316
5.5533471737364435,-10.26990340892009,10.29507863829581
10.553157528804235,-19.833115604186666,11.233116629323955
0.4632125434184696,-2.6595805797181193,9.994152205509726
-4.944588519266494,10.745503492011268,10.3601734028009
6.572796381843141,-14.328179884441035,10.668914090830732
-9.72251384857709,15.452746778958069,10.779009835972577
6.775527360906715,-14.627204451626781,10.674391996644378
-1.010900767160864,1.9017489786453574,10.03524043953918
-4.7169461285170335,6.678656124491605,10.133615711158244
-4.904549520824592,6.969893722872461,10.163245831364817
-9.593258936564816,18.82438502349652,11.117488702338502
9.425793323967296,-17.535424647110357,10.949102771967462
-0.6393053286103166,2.969762339726207,10.057366943493818
3.1958065792677353,-7.7774479557440905,10.218193349945507
0.34664441516117095,-2.4266264501165877,10.028612140132092
-1.0105863082856499,3.742474413637469,10.019237834105548
2.6365616045271607,-6.764314999730004,10.152249638982688
-7.657858185384425,15.467456910424458,10.794068549384752
-11.616380687896887,20.78983004152047,11.411185851181077
1.9644759640752756,-1.6580077302709566,10.032239054094063
7.183674941647092,-11.602255058063395,10.40453348934714
1.5231061884125974,-4.613521331466987,10.064045538924384
8.455146163444594,-15.702220088808852,10.7641303347188
-11.303002646090244,21.744678458307718,11.511548637842168
-11.212334582548783,21.649848193401905,11.466974797740548
3.3332095110006548,-4.216951923678544,10.081970710615444
-8.962895154928145,14.130229524058523,10.662103759320372
4.23016645056026,-7.841338107253512,10.216604791564823
6.438401760152082,-10.016074859193074,10.334634665178683
-7.958373623705283,14.37338337839057,10.64830517411744
6.246036558437798,-9.674322471950893,10.31418105335445
-5.54072346908362,11.86172936756812,10.3945159693626
1.9789069299018682,-3.6493097354307964,10.067933684782973
-4.948928161457182,10.648278502970063,10.327917691412372
-6.401262620344797,11.551600063673625,10.467101381210579
7.746923126730614,-14.352399539831902,10.632468105793386
2.449226691895545,-2.700086416771667,9.986521228045616
-1.159282087420856,3.996728670241116,10.093148626216383
10.688800901370843,-20.020436691568595,11.318378899792584
-5.249167307091628,11.158364974676108,10.40957694225194
-9.090603160061358,16.299061200909396,10.894748156626699
-10.798072126954319,20.89919705049979,11.412365181797453
2.7916719941016783,-7.080697128602461,10.149970742760885
5.273657627094412,-11.73216661603221,10.390494511662505
4.053454851312798,-7.468736808711629,10.165563283537056
9.620695145931771,-17.961572043507744,11.06225967976339
-0.6160579472224608,1.1403160821840397,9.96331616471453
-0.5932452854499457,-0.8582731437854907,9.955363935597264
-0.136554256619115,0.24633966059693216,10.041246771512787
-8.775077753105828,13.81364102018209,10.566868836272636
-6.039210609802125,9.11052370251501,10.253452701540567
0.09060682177309633,-0.2425768897851089,10.011259793919644
7.774424942222788,-16.720237523481245,10.89191691810845
11.80503809550486,-22.019332959588098,11.502796502190133
4.463690287811194,-8.206820536110918,10.244420947646132
6.804344078769542,-14.765068188363758,10.685357324987871
8.800238602905921,-18.752986010889344,11.01852097637231
-1.9420007074480397,1.7086871408512878,9.96811391852796
-8.533934464843535,13.458377591546343,10.567664037384423
-6.177423983307605,11.24751624990093,10.418034387462708
-5.340165419774269,11.424542117018186,10.35994058741056
9.248720217606635,-19.612421793774857,11.182498563737298
12.103780254215867,-20.97210693224851,11.38900449304677
8.113674110877218,-17.38031697748673,10.95912186001524
-4.114568330273305,5.734792644853676,10.107632173280923
-8.371056833877754,15.087711913028878,10.758262840371835
2.464342590439859,-6.422666395100712,10.170789336054336
2.192816097883134,-5.810845667918846,10.128694232702827
3.762375436075554,-5.0300663006925195,10.086558750461489
-2.3668882452766224,4.317432955381289,10.0163441389395
-9.09073504506763,14.260531076781785,10.62761315728581
-1.1986993523396112,0.32734281927807035,9.96715586053573
1.5222911046830383,-2.8112353516018107,10.068100007847454
7.178280782635189,-13.413058535762906,10.523844118155397
-5.607645340908749,11.952081001966235,10.398397105193554
-1.7341448270095756,3.109685155798608,9.983405279641044
-10.521175210250835,18.823980787367734,11.1763607153951
0.5298087659837659,-2.849140144130324,10.027982021749976
6.284985889409422,-9.786543289637626,10.31992134139907
7.880404386765177,-12.801051083814235,10.510111494792021
-7.580517888502287,11.711353939027486,10.473647710234198
-9.472741499672043,15.030515255372094,10.67266174152376
1.175385862643424,-2.1724815995363493,10.049169323960916
7.114557682736974,-15.268120483321574,10.685330071733423
5.724964072125684,-8.803117425929786,10.238122549266446
1.2814545042420824,-0.49941317544239,9.95718731704874
5.516494636289148,-10.130474567841375,10.306188587920426
11.591164289700284,-20.160558603111493,11.211570097147355
-0.4201258771139012,-1.1094251905493575,9.988830712504146
-11.686415647872693,20.93083739542103,11.369410670485673
1.4070765380579078,-0.6873675251720825,9.992426998140852
3.498091719811657,-6.3678954343143195,10.147862299061764
-9.999425585420179,17.983912046547267,10.995080110465414
7.497435188067843,-13.885168973532956,10.565185431213008
-3.001692693332877,3.563337360502315,10.062775953312725
-2.0030940410242772,5.4821771005864415,10.110076857390675
7.123065874883366,-11.376194820426997,10.38005736394334
-4.154207536249951,9.292882222155951,10.248488986247056
10.416877236454047,-17.704264385059737,10.922805097426268
6.085170172036045,-11.159018797241949,10.39714907764636
1.5375575464370725,-1.0300644144902438,10.02227480868164
6.1194811086383645,-13.36424771828538,10.502073605095816
-4.941768030489577,8.972317751865095,10.241211484131343
10.262366804268005,-19.100024744614885,11.196299663386963
-6.762062924738039,12.328304594881386,10.489219300771786
4.3152658228005665,-9.985233822659959,10.28563357739676
-0.7673885327188668,1.4824044603252258,10.000388003113514
-10.842932150198747,19.485228204723683,11.196003989365613
10.417287956506042,-22.066685059110505,11.49795153925169
-5.149368788356771,7.504788055070843,10.21720343504905
-1.0533356566377075,3.812185947134743,10.09174920618558
-11.48284684025419,18.40666198043506,11.076090068246543
4.318992334724938,-6.2183316640193755,10.102663371958153
7.074984391800745,-11.311020429759875,10.353132689309215
-10.399966464292785,16.47360857806449,10.814951562353816
-11.187282970514186,21.45282670558338,11.43385336822226
-5.262257946762697,11.232190710403167,10.383947388849922
0.8505547786371205,-1.6046425172423517,10.001646360296888
3.06681708592583,-7.596729146358927,10.149087622708038
-3.742942192529077,8.596100216291632,10.183863772616748
-9.64798191540433,15.298854767975577,10.699248251974284
8.8496737998771,-16.60737793314592,10.82478963071333
7.599485461619421,-14.166730459657652,10.675806995975927
7.274364097436894,-13.605836016753653,10.577508599291638
3.7387361029336605,-8.89910488123597,10.273324389776855
-9.96062421510676,15.788750048225127,10.739594900139789
-2.9439676598564777,3.569031925212866,10.073823045941856
-7.540087241486231,11.671916644853495,10.437538838072685
-5.685793467656066,10.3527080201511,10.31251888909823
8.24163015347543,-17.680781662528855,10.954518002771842
0.48029271114153177,-0.9718225048625728,9.990912734453657
-11.233951813573169,20.181530797591936,11.289557930439443
-3.219405785698137,4.008618432772759,10.076756950441638
3.1126559129314226,-5.766778092804868,10.098855273979876
-6.9537873437828015,10.574169846380798,10.323261096119833
-2.9425777655860674,5.321107566055012,10.11082027898648
5.831255839318849,-10.743235661146814,10.369792863154213
-6.138315826949862,12.709544801430411,10.528015755866377
-1.6223615034106675,2.8940050024509953,9.985626236719192
6.871238457741819,-12.743828820523646,10.511642207663911
-2.5204217862862706,4.563374032326289,10.115475328011948
